"Nr okrÍgu";"Nr listy";"Pozycja na liúcie";"Nazwisko i imiona";"Nazwa komitetu";"P≥eÊ";"ZawÛd";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m. z.";"PrzynaleønoúÊ do partii";"Poparcie";"Liczba g≥osÛw";"Procent g≥osÛw oddanych na listÍ";"Procent g≥osÛw oddanych w okrÍgu";"Czy przyznano mandat"
16;6;16;"Krystyna Jolanta HAUSMAN-MANISTA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"zarzπdca nieruchomoúci";"CiechanÛw";"140201";"m. CiechanÛw";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";468;"0,47";"0,11";"Nie"
16;6;17;"Filip Tomasz KOWALCZYK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"ekonomista";"M≥awa";"141301";"m. M≥awa";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";522;"0,53";"0,12";"Nie"
16;6;18;"Lilianna Ewa KRAåNIEWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"ekonomista";"P≥oÒsk";"142001";"m. P≥oÒsk";"nie naleøy do partii politycznej";"";930;"0,94";"0,21";"Nie"
16;6;19;"Patryk Marek PAWLAK";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"MÍøczyzna";"politolog";"ØyrardÛw";"143801";"m. ØyrardÛw";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";1145;"1,15";"0,26";"Nie"
16;6;20;"Beata Ma≥gorzata RUSINOWSKA";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"Kobieta";"pedagog";"ØyrardÛw";"143801";"m. ØyrardÛw";"cz≥onek partii politycznej: Platforma Obywatelska RP";"";4215;"4,25";"0,95";"Nie"
16;7;1;"Wies≥awa BI—KOWSKA-CHUDA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"nauczyciel muzykolog";"ØyrardÛw";"143801";"m. ØyrardÛw";"nie naleøy do partii politycznej";"";2233;"37,42";"0,50";"Nie"
16;7;2;"Ma≥gorzata Maria SIEROCI—SKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"technik dentystyczny";"ØyrardÛw";"143801";"m. ØyrardÛw";"nie naleøy do partii politycznej";"";294;"4,93";"0,07";"Nie"
16;7;3;"Graøyna Zofia MALISZEWSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"nauczyciel";"KorytÛw A";"143804";"gm. Radziejowice";"nie naleøy do partii politycznej";"";308;"5,16";"0,07";"Nie"
16;7;4;"Anna D BSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"kierownik projektÛw";"Przasnysz";"142201";"m. Przasnysz";"nie naleøy do partii politycznej";"";805;"13,49";"0,18";"Nie"
16;7;5;"Jacek Robert WI—KOWSKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"lekarz weterynarii";"ØyrardÛw";"143801";"m. ØyrardÛw";"nie naleøy do partii politycznej";"";294;"4,93";"0,07";"Nie"
16;7;6;"Dariusz Adam KOZIARSKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"nauczyciel";"Radziejowice";"143804";"gm. Radziejowice";"nie naleøy do partii politycznej";"";181;"3,03";"0,04";"Nie"
16;7;7;"Andrzej TURCZYNIAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"konserwator";"FranciszkÛw";"143805";"gm. Wiskitki";"nie naleøy do partii politycznej";"";260;"4,36";"0,06";"Nie"
16;7;8;"Katarzyna Zofia JASKULSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"gospodyni";"P≥oÒsk";"142001";"m. P≥oÒsk";"nie naleøy do partii politycznej";"";201;"3,37";"0,05";"Nie"
16;7;9;"Pawe≥ AMBROZIAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"technik elektronik";"P≥oÒsk";"142001";"m. P≥oÒsk";"nie naleøy do partii politycznej";"";260;"4,36";"0,06";"Nie"
16;7;10;"Katarzyna Irena AMBROZIAK";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"nauczycielka";"P≥oÒsk";"142001";"m. P≥oÒsk";"nie naleøy do partii politycznej";"";156;"2,61";"0,04";"Nie"
16;7;11;"Jan Robert CZAJKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"inøynier mechanik";"P≥oÒsk";"142001";"m. P≥oÒsk";"nie naleøy do partii politycznej";"";154;"2,58";"0,03";"Nie"
16;7;12;"Graøyna CZAJKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"inøynier mechanik";"P≥oÒsk";"142001";"m. P≥oÒsk";"nie naleøy do partii politycznej";"";113;"1,89";"0,03";"Nie"
16;7;13;"Teresa Janina DOBACZEWSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"ogrodnik";"P≥oÒsk";"142001";"m. P≥oÒsk";"nie naleøy do partii politycznej";"";90;"1,51";"0,02";"Nie"
16;7;14;"Miros≥aw CHROSTOWSKI";"KOMITET WYBORCZY POLSKA JEST JEDNA";"MÍøczyzna";"operator maszyn przemys≥owych";"CiechanÛw";"140201";"m. CiechanÛw";"nie naleøy do partii politycznej";"";332;"5,56";"0,08";"Nie"
16;7;15;"Dorota SIATKOWSKA";"KOMITET WYBORCZY POLSKA JEST JEDNA";"Kobieta";"opiekunka osÛb starszych";"P≥oÒsk";"142001";"m. P≥oÒsk";"nie naleøy do partii politycznej";"";287;"4,81";"0,06";"Nie"
17;1;1;"Grzegorz Piotr DOMAGA£A";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"dyrektor finansowy";"Brzeziny";"260412";"gm. Morawica";"nie naleøy do partii politycznej";"";1880;"28,17";"0,48";"Nie"
17;1;2;"Wojciech Szczepan BERNAT";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"nauczyciel przedmiotu w szkole ponadpodstawowej";"MakÛw Nowy";"142510";"gm. Skaryszew";"nie naleøy do partii politycznej";"";419;"6,28";"0,11";"Nie"
17;1;3;"Emilia PACHOLEC";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"Kobieta";"nauczyciel praktycznej nauki zawodu";"Gaworzyna";"142503";"gm. I≥øa";"nie naleøy do partii politycznej";"";771;"11,55";"0,20";"Nie"
17;1;4;"Krystian Adam AMANOWICZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"specjalista do spraw kluczowych klientÛw";"Radom";"146301";"m. Radom";"nie naleøy do partii politycznej";"";251;"3,76";"0,06";"Nie"
17;1;5;"Filip Aleksander WALIG”RSKI";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"dziennikarz";"Radom";"146301";"m. Radom";"nie naleøy do partii politycznej";"";153;"2,29";"0,04";"Nie"
17;1;6;"Pawe≥ Marcin PODLAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"technik informatyk";"I≥øa";"142503";"gm. I≥øa";"nie naleøy do partii politycznej";"";159;"2,38";"0,04";"Nie"
17;1;7;"Maciej URBAN";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"maszynista maszyn offsetowych";"Radom";"146301";"m. Radom";"nie naleøy do partii politycznej";"";170;"2,55";"0,04";"Nie"
17;1;8;"Joanna Izabela MI•CZ";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"Kobieta";"agent ubezpieczeniowy";"Radom";"146301";"m. Radom";"nie naleøy do partii politycznej";"";176;"2,64";"0,04";"Nie"
17;1;9;"Tomasz Micha≥ SUWA£A";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"urbanista";"Radom";"146301";"m. Radom";"nie naleøy do partii politycznej";"";192;"2,88";"0,05";"Nie"
17;1;10;"Marcin Adam NOWAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"technik pojazdÛw samochodowych";"Warszawa";"146516";"WilanÛw";"nie naleøy do partii politycznej";"";314;"4,71";"0,08";"Nie"
17;1;11;"Bart≥omiej MORGAå";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"radca prawny";"Chotcza-JÛzefÛw";"140901";"gm. Chotcza";"nie naleøy do partii politycznej";"";224;"3,36";"0,06";"Nie"
17;1;12;"Patryk CHRUåLAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"dziennikarz";"Radom";"146301";"m. Radom";"nie naleøy do partii politycznej";"";154;"2,31";"0,04";"Nie"
17;1;13;"Piotr MORGAå";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"MÍøczyzna";"technik rolnik";"Gardzienice";"140902";"gm. CiepielÛw";"nie naleøy do partii politycznej";"";180;"2,70";"0,05";"Nie"
17;1;14;"Beata WLAZ£OWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"Kobieta";"fizjoterapeuta";"KowalkÛw";"143601";"gm. KazanÛw";"nie naleøy do partii politycznej";"";210;"3,15";"0,05";"Nie"
17;1;15;"Barbara Agnieszka JAB£O—SKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"Kobieta";"dietetyk";"Kolonia Seredzice";"142503";"gm. I≥øa";"nie naleøy do partii politycznej";"";275;"4,12";"0,07";"Nie"
17;1;16;"Karolina PI•TEK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"Kobieta";"nauczyciel przedmiotu w szkole ponadpodstawowej";"AleksandrÛw";"140904";"gm. RzeczniÛw";"nie naleøy do partii politycznej";"";573;"8,59";"0,15";"Nie"
17;1;17;"Roksana Luiza MROCZKOWSKA";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"Kobieta";"fryzjer mÍski";"KochanÛwka";"140905";"gm. Sienno";"nie naleøy do partii politycznej";"";178;"2,67";"0,05";"Nie"
17;1;18;"Teresa Barbara NOWAK";"KOMITET WYBORCZY BEZPARTYJNI SAMORZ•DOWCY";"Kobieta";"ekonomista";"Radom";"146301";"m. Radom";"nie naleøy do partii politycznej";"";394;"5,90";"0,10";"Nie"
17;2;1;"Miros≥aw Wojciech MALISZEWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"rolnik-ogrodnik";"Maciejowice";"140605";"gm. GrÛjec";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";17857;"32,65";"4,56";"Tak"
17;2;2;"Jaros≥aw KOSIOR";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"lekarz medycyny";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";12741;"23,30";"3,26";"Nie"
17;2;3;"Joanna CZECHYRA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel jÍzyka polskiego";"Kozienice";"140705";"gm. Kozienice";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";4626;"8,46";"1,18";"Nie"
17;2;4;"Adam Benon DUSZYK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"historyk";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";2027;"3,71";"0,52";"Nie"
17;2;5;"Bogus≥awa Janina JAWORSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"emerytka";"Podzagajnik";"143605";"gm. ZwoleÒ";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";2350;"4,30";"0,60";"Nie"
17;2;6;"Piotr Przemys≥aw WARSO";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"zawodowy dzia≥acz organizacji pozarzπdowej";"Szyd≥Ûwek";"143005";"gm. Szyd≥owiec";"nie naleøy do partii politycznej";"popierany przez partiÍ politycznπ: Polska 2050 Szymona Ho≥owni";1139;"2,08";"0,29";"Nie"
17;2;7;"Ewa MALEC";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"nauczyciel jÍzyka obcego";"åwierøe GÛrne";"140705";"gm. Kozienice";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";2550;"4,66";"0,65";"Nie"
17;2;8;"Monika FLISEK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"specjalista ochrony úrodowiska";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";1084;"1,98";"0,28";"Nie"
17;2;9;"Agnieszka Barbara STOLARCZYK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"dyrektor szko≥y";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";2504;"4,58";"0,64";"Nie"
17;2;10;"Micha≥ MICHA£KIEWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"adwokat";"Jedlnia-Letnisko";"142506";"gm. Jedlnia-Letnisko";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";735;"1,34";"0,19";"Nie"
17;2;11;"Miros≥aw åLIFIRCZYK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"inøynier elektryk";"Jaszowice";"142513";"gm. Zakrzew";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";1266;"2,31";"0,32";"Nie"
17;2;12;"Karolina Ma≥gorzata DERY—SKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"andragog";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";744;"1,36";"0,19";"Nie"
17;2;13;"Ilona Dorota JAROSZEK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"kierownik muzeum";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";1018;"1,86";"0,26";"Nie"
17;2;14;"Agata Monika MICHA£KIEWICZ";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"ekonomista";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";575;"1,05";"0,15";"Nie"
17;2;15;"Ireneusz GUMOWSKI";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"pedagog specjalny";"Branica";"140103";"gm. RadzanÛw";"cz≥onek partii politycznej: Polskie Stronnictwo Ludowe";"";968;"1,77";"0,25";"Nie"
17;2;16;"Anna JÛzefa J DRZEJEWSKA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"Kobieta";"kierownik ma≥ego przedsiÍbiorstwa budowlanego";"Radom";"146301";"m. Radom";"nie naleøy do partii politycznej";"popierana przez partiÍ politycznπ: Polska 2050 Szymona Ho≥owni";394;"0,72";"0,10";"Nie"
17;2;17;"Wies≥aw Adam WOèNIAK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"rolnik";"Kotfin";"142302";"gm. GielniÛw";"nie naleøy do partii politycznej";"";1136;"2,08";"0,29";"Nie"
17;2;18;"Zbigniew ADAMCZYK";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HO£OWNI - POLSKIE STRONNICTWO LUDOWE";"MÍøczyzna";"przedsiÍbiorca";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Polska 2050 Szymona Ho≥owni";"";976;"1,78";"0,25";"Nie"
17;3;1;"Daniel OLISZEWSKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"rolnik";"Jasieniec";"140606";"gm. Jasieniec";"cz≥onek partii politycznej: Nowa Lewica";"";4738;"22,70";"1,21";"Nie"
17;3;2;"Patryk FAJDEK";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"g≥Ûwny specjalista w instytucie badawczym";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Nowa Lewica";"";5065;"24,26";"1,29";"Nie"
17;3;3;"Jolanta Hanna LUTY";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista do spraw eksportu";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Nowa Lewica";"";1766;"8,46";"0,45";"Nie"
17;3;4;"Graøyna Janina MARYNIAK-GAWRYLIK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"urzÍdnik samorzπdowy - skarbnik";"Bia≥obrzegi";"140901";"gm. Chotcza";"nie naleøy do partii politycznej";"";711;"3,41";"0,18";"Nie"
17;3;5;"Blandyna DREWNIK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczycielka";"Bia≥obrzegi";"140101";"gm. Bia≥obrzegi";"cz≥onek partii politycznej: Lewica Razem";"";1026;"4,92";"0,26";"Nie"
17;3;6;"Jolanta Monika SOKO£OWSKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"specjalista d/s rozliczeÒ z Narodowym Funduszem Zdrowia";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Nowa Lewica";"";1319;"6,32";"0,34";"Nie"
17;3;7;"Edyta Jadwiga MALEC-∆WIEK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczycielka";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Nowa Lewica";"";620;"2,97";"0,16";"Nie"
17;3;8;"Marta RATUSZY—SKA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"doradca restrukturyzacyjny";"Radom";"146301";"m. Radom";"nie naleøy do partii politycznej";"";798;"3,82";"0,20";"Nie"
17;3;9;"Roman Antoni WYSOCKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"ekonomista";"Nowa Wieú";"140705";"gm. Kozienice";"cz≥onek partii politycznej: Nowa Lewica";"";428;"2,05";"0,11";"Nie"
17;3;10;"Jolanta SITAREK";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"urzÍdnik";"GrÛjec";"140605";"gm. GrÛjec";"cz≥onek partii politycznej: Nowa Lewica";"";1353;"6,48";"0,35";"Nie"
17;3;11;"Piotr GRUØEWSKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"nauczyciel";"ZwoleÒ";"143605";"gm. ZwoleÒ";"cz≥onek partii politycznej: Nowa Lewica";"";365;"1,75";"0,09";"Nie"
17;3;12;"Piotr Przemys≥aw GUZA";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"pracownik spÛ≥ki miejskiej";"Pionki";"142501";"m. Pionki";"cz≥onek partii politycznej: Nowa Lewica";"";318;"1,52";"0,08";"Nie"
17;3;13;"Agnieszka Beata GAZDA";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"nauczycielka";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Nowa Lewica";"";550;"2,63";"0,14";"Nie"
17;3;14;"£ukasz Krzysztof SMAG£OWSKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"magazynier";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Lewica Razem";"";107;"0,51";"0,03";"Nie"
17;3;15;"Grzegorz Miros≥aw WABIK";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"technik elektromechanik";"Osta≥Ûw";"143001";"gm. Chlewiska";"cz≥onek partii politycznej: Nowa Lewica";"";240;"1,15";"0,06";"Nie"
17;3;16;"Zuzanna PIWOWAR";"KOMITET WYBORCZY NOWA LEWICA";"Kobieta";"studentka";"BrwinÛw";"142103";"gm. BrwinÛw";"cz≥onek partii politycznej: Nowa Lewica";"";661;"3,17";"0,17";"Nie"
17;3;17;"Artur Karol KACPRZAK";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"ekonomista";"JanÛw";"140705";"gm. Kozienice";"cz≥onek partii politycznej: Nowa Lewica";"";251;"1,20";"0,06";"Nie"
17;3;18;"Waldemar Antoni KACZMARSKI";"KOMITET WYBORCZY NOWA LEWICA";"MÍøczyzna";"dzia≥alnoúÊ gospodarcza";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Nowa Lewica";"";558;"2,67";"0,14";"Nie"
17;4;1;"Marek Witold SUSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"pose≥";"GrÛjec";"140605";"gm. GrÛjec";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";37853;"19,88";"9,68";"Tak"
17;4;2;"Anna KWIECIE—";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"ekonomista";"Radom";"146301";"m. Radom";"nie naleøy do partii politycznej";"";34570;"18,15";"8,84";"Tak"
17;4;3;"Zbigniew Krzysztof KUèMIUK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"nauczyciel akademicki";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";24702;"12,97";"6,31";"Tak"
17;4;4;"Rados≥aw Aleksander FOGIEL";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"parlamentarzysta";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";32791;"17,22";"8,38";"Tak"
17;4;5;"Andrzej Tomasz KOSZTOWNIAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"ekonomista";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";9755;"5,12";"2,49";"Tak"
17;4;6;"Dariusz B•K";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"leúnik";"Bia≥obrzegi";"140101";"gm. Bia≥obrzegi";"nie naleøy do partii politycznej";"";9159;"4,81";"2,34";"Nie"
17;4;7;"Agnieszka Beata G”RSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"ekonomista";"Szyd≥owiec";"143005";"gm. Szyd≥owiec";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";11494;"6,04";"2,94";"Tak"
17;4;8;"Artur Edward STANDOWICZ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"politolog";"Radom";"146301";"m. Radom";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";811;"0,43";"0,21";"Nie"
17;4;9;"Krzysztof Piotr WOLSKI";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"nauczyciel";"G≥owaczÛw";"140702";"gm. G≥owaczÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";2267;"1,19";"0,58";"Nie"
17;4;10;"Agnieszka PASEK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"urzÍdnik paÒstwowy";"OwadÛw";"142504";"gm. JastrzÍbia";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";3662;"1,92";"0,94";"Nie"
17;4;11;"Karol BUREK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"wyøszy urzÍdnik w≥adz samorzπdowych";"RzeczniÛw";"140904";"gm. RzeczniÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";2587;"1,36";"0,66";"Nie"
17;4;12;"Mariusz Jakub DZIUBA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"pedagog-nauczyciel";"Domaniewice";"140608";"gm. Nowe Miasto nad Pilicπ";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";1542;"0,81";"0,39";"Nie"
17;4;13;"Ewa Iwona MARKOWSKA-BZDUCHA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"nauczyciel akademicki";"ålepowron";"142512";"gm. WolanÛw";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";1749;"0,92";"0,45";"Nie"
17;4;14;"Anna WOLSZCZAK";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"finansistka";"OkrÍønica";"143603";"gm. Przy≥Ík";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";1852;"0,97";"0,47";"Nie"
17;4;15;"Leszek Tadeusz MARGAS";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"pracownik samorzπdowy";"Milejowice";"142513";"gm. Zakrzew";"cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ";"";1789;"0,94";"0,46";"Nie"
17;4;16;"Wioletta GRZYWACZ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"fryzjerka";"Pionki";"142501";"m. Pionki";"nie naleøy do partii politycznej";"";946;"0,50";"0,24";"Nie"
17;4;17;"Marta ZBROWSKA";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"Kobieta";"wyøszy urzÍdnik samorzπdowy";"OdrzywÛ≥";"142304";"gm. OdrzywÛ≥";"nie naleøy do partii politycznej";"";8535;"4,48";"2,18";"Nie"
17;4;18;"Robert B•KIEWICZ";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆";"MÍøczyzna";"przedsiÍbiorca";"PruszkÛw";"142102";"m. PruszkÛw";"cz≥onek partii politycznej: Suwerenna Polska";"";4354;"2,29";"1,11";"Nie"
